#s^2_12		s^2_13		P_ee	 z
0.308000	0.023400	0.327222 z=-2.942943e-10+I0.000000e+00
0.307000	0.023400	0.326489 z=-3.055443e-10+I0.000000e+00
0.307000	0.023300	0.326552 z=-3.199936e-10+I0.000000e+00
0.306000	0.023300	0.325805 z=-2.782785e-10+I0.000000e+00
0.306000	0.023200	0.325859 z=-2.826011e-10+I0.000000e+00
0.309000	0.023400	0.327951 z=-3.004340e-10+I0.000000e+00
0.309000	0.023500	0.327909 z=-3.317109e-10+I0.000000e+00
